,_tid_,elderly,adults,adolescents,children,female,male,healthy_volunteers,eudract_number,protocol_country_code
0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2017-004295-55,pl
1,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-006262-40,es
2,2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-005019-34,nl
3,3,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-005575-41,gr
4,4,1.0,1.0,_nan_,_nan_,1.0,0.0,0.0,2005-003216-30,es
5,5,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2010-020718-26,cz
6,6,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-003749-40,es
7,7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2014-003757-33,it
8,8,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-004502-34,nl
9,9,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2015-004400-30,de
10,10,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-000311-34,gr
11,11,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2014-001673-14,nl
12,12,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2008-006719-20,ee
13,13,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-003458-26,gb
14,14,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-002843-92,de
15,15,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2007-007083-22,lt
16,16,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2005-004876-19,gb
17,17,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-000638-21,pl
18,18,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-002707-33,bg
19,19,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-004796-68,es
20,20,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-004869-24,fr
21,21,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2008-000881-22,it
22,22,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-002087-17,de
23,23,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2017-001489-53,hu
24,24,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2017-001042-10,nl
25,25,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2007-002627-32,se
26,26,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-000768-27,dk
27,27,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-003836-38,lt
28,28,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-002793-23,gb
29,29,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2011-003069-14,dk
30,30,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2005-004330-40,es
31,31,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-018869-29,fr
32,32,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-003008-11,se
33,33,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2011-005703-33,de
34,34,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-023369-23,bg
35,35,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2013-001694-24,fr
36,36,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2012-005054-30,de
37,37,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-006181-41,pl
38,38,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2008-005248-17,nl
39,39,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-002326-75,be
40,40,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-003701-42,sk
41,41,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-001589-85,nl
42,42,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-001493-25,es
43,43,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2006-005783-67,es
44,44,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-000726-37,fr
45,45,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-004251-12,fr
46,46,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-001056-19,es
47,47,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-000424-28,de
48,48,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-004734-22,be
49,49,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-002298-69,hu
50,50,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-001353-16,nl
51,51,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2010-023697-39,fr
52,52,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-001731-24,ee
53,53,0.0,1.0,_nan_,_nan_,1.0,1.0,1.0,2006-003004-19,at
54,54,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-017358-10,hu
55,55,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2017-003302-40,de
56,56,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-001286-28,fi
57,57,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-002275-28,si
58,58,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-000641-31,ee
59,59,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2008-008008-42,it
60,60,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2013-001291-38,gb
61,61,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2017-002763-18,de
62,62,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-016759-22,nl
63,63,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-005134-36,se
64,64,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2008-005364-14,fr
65,65,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-005020-29,es
66,66,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-000195-34,de
67,67,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2005-005115-16,es
68,68,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-013668-38,fr
69,69,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2016-004441-82,no
70,70,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2017-000632-34,dk
71,71,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2017-002144-33,lv
72,72,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-017903-28,nl
73,73,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-000305-13,es
74,74,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-004269-15,es
75,75,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-003896-24,es
76,76,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-004374-18,pt
77,77,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-001341-41,fr
78,78,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-000965-34,es
79,79,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2011-000987-92,cz
80,80,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2007-002586-12,se
81,81,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-020369-26,de
82,82,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2008-007157-12,it
83,83,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2014-001718-25,nl
84,84,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-011992-61,es
85,85,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-002715-28,it
86,86,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2010-022636-37,it
87,87,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-004419-22,sk
88,88,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-020454-34,pt
89,89,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-001589-85,fr
90,90,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2014-002950-38,de
91,91,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2012-001589-13,gb
92,92,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-000503-40,de
93,93,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-004938-25,pt
94,94,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-016064-36,gb
95,95,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2008-004429-41,be
96,96,_nan_,1.0,0.0,0.0,0.0,1.0,1.0,2006-005289-37,de
97,97,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2016-000072-17,de
98,98,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2012-000180-25,it
99,99,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2004-004374-90,lv
100,100,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-000988-16,gr
101,101,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-005083-28,at
102,102,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2013-001291-38,at
103,103,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2014-003087-20,it
104,104,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-005696-24,de
105,105,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-003332-13,lt
106,106,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-003148-38,es
107,107,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2010-022534-84,de
108,108,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-002461-37,bg
109,109,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-004886-26,gb
110,110,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-005871-18,es
111,111,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2017-002261-22,nl
112,112,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2006-000506-22,es
113,113,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-004982-41,ee
114,114,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-018437-21,fr
115,115,0.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2009-010339-42,sk
116,116,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-004845-42,gb
117,117,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2015-005521-39,de
118,118,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-002714-40,gr
119,119,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-005491-41,nl
120,120,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2012-004319-29,pl
121,121,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-004735-12,gr
122,122,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2009-013648-35,be
123,123,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2006-003399-37,fr
124,124,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2011-004411-22,sk
125,125,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-002159-32,pl
126,126,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-003392-10,gb
127,127,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-003332-23,pl
128,128,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-001956-20,dk
129,129,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-005836-25,at
130,130,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-003476-19,de
131,131,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-000149-22,de
132,132,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2013-005551-32,pl
133,133,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2017-000813-22,be
134,134,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2013-003752-21,es
135,135,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-001897-25,hu
136,136,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2014-004415-37,it
137,137,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2014-001149-25,hu
138,138,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2014-001458-40,gb
139,139,0.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2005-002203-17,es
140,140,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2016-000259-28,es
141,141,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-002414-39,de
142,142,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-003600-40,it
143,143,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-001676-38,fr
144,144,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2011-000045-20,de
145,145,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2010-023168-41,bg
146,146,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-003093-27,gb
147,147,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-002461-12,de
148,148,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2017-003182-94,es
149,149,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-000912-13,pl
150,150,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-015456-14,pt
151,151,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-000814-31,bg
152,152,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-001384-23,es
153,153,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-004932-20,hu
154,154,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2010-021662-30,fr
155,155,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-011360-10,gb
156,156,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2006-003147-23,es
157,157,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2017-002238-21,es
158,158,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2014-004023-40,lt
159,159,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2012-002449-40,be
160,160,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2005-002942-20,hu
161,161,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2009-015114-22,de
162,162,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-003266-87,hu
163,163,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2017-001220-22,de
164,164,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2005-003977-25,be
165,165,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-023978-39,gb
166,166,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2012-004056-11,be
167,167,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-004179-38,at
168,168,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-004544-30,de
169,169,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2012-005776-34,gb
170,170,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-002406-31,gb
171,171,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-002410-19,be
172,172,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2005-002814-39,de
173,173,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-004598-34,cz
174,174,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-001768-48,pt
175,175,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2014-002351-26,fr
176,176,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-001681-28,gr
177,177,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2008-003314-97,cz
178,178,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2014-002288-14,es
179,179,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2014-000904-88,gr
180,180,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2008-005767-34,se
181,181,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-019029-32,de
182,182,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-002035-29,gb
183,183,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-015113-44,dk
184,184,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2012-005054-30,sk
185,185,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2005-004314-33,be
186,186,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2016-003561-26,cz
187,187,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2010-020616-11,lt
188,188,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-001524-35,se
189,189,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2011-002425-21,gb
190,190,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-018501-10,se
191,191,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2007-001287-75,de
192,192,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-018705-11,cz
193,193,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2011-001230-42,hu
194,194,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2008-005559-46,cz
195,195,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2009-009995-11,de
196,196,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-003622-25,hu
197,197,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2007-001211-33,gr
198,198,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-021613-23,gb
199,199,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-000966-72,gb
200,200,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-003291-38,at
201,201,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2012-003195-39,it
202,202,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2013-004581-34,it
203,203,1.0,1.0,_nan_,_nan_,1.0,0.0,0.0,2006-001949-34,de
204,204,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2005-001690-99,hu
205,205,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-001129-34,se
206,206,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-000674-38,fi
207,207,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2008-008494-59,ee
208,208,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-004347-39,gb
209,209,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-004587-29,fi
210,210,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2016-003190-17,be
211,211,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-000674-38,at
212,212,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-000966-40,bg
213,213,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2010-021375-92,es
214,214,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2009-010147-14,de
215,215,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-000416-28,cz
216,216,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-001050-25,fr
217,217,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2012-004434-42,lt
218,218,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2016-003123-32,nl
219,219,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-020606-15,de
220,220,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-006189-14,de
221,221,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-001912-31,dk
222,222,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2009-018172-33,es
223,223,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-004619-31,si
224,224,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2011-004868-30,be
225,225,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2010-024305-13,it
226,226,0.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2005-005023-33,fr
227,227,1.0,1.0,_nan_,_nan_,1.0,0.0,0.0,2010-023035-42,es
228,228,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2011-004860-31,at
229,229,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-003398-91,hu
230,230,_nan_,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-005450-23,es
231,231,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-000776-42,de
232,232,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-021716-42,es
233,233,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2017-001596-23,si
234,234,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2007-002963-28,de
235,235,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-001367-36,hr
236,236,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-000905-53,lv
237,237,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-002742-37,se
238,238,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2006-005712-27,pl
239,239,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-002278-11,es
240,240,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-003593-85,gb
241,241,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-003713-18,hu
242,242,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-002985-30,fr
243,243,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2014-004507-73,pt
244,244,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-022759-42,bg
245,245,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-013788-21,cz
246,246,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-005417-13,se
247,247,_nan_,1.0,_nan_,_nan_,1.0,0.0,1.0,2007-005258-22,de
248,248,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-001124-19,it
249,249,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2012-002707-18,it
250,250,0.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2008-004610-27,hu
251,251,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-004301-24,fr
252,252,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2006-003444-30,be
253,253,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-001759-10,be
254,254,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-003529-33,hu
255,255,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-000981-70,de
256,256,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-001452-39,hu
257,257,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-000617-43,at
258,258,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-000246-34,lv
259,259,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2015-003006-16,pl
260,260,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-003132-39,gb
261,261,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2008-001766-90,pl
262,262,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2007-000819-29,fr
263,263,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-001877-26,nl
264,264,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-002859-34,se
265,265,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-005499-41,gb
266,266,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2005-001373-97,de
267,267,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-021375-92,cz
268,268,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2008-002782-32,pt
269,269,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-004659-37,at
270,270,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-000564-14,it
271,271,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2017-003182-94,nl
272,272,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-003291-38,it
273,273,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2008-000750-13,pt
274,274,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2009-014729-18,gb
275,275,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2016-004479-35,pl
276,276,0.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2006-004893-29,at
277,277,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-002763-34,hu
278,278,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-005328-17,de
279,279,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2010-022726-33,cz
280,280,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2006-000506-22,at
281,281,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-004153-28,fr
282,282,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-003167-58,es
283,283,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-001122-42,pl
284,284,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2006-006431-42,fi
285,285,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2017-005126-37,fr
286,286,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2008-005146-23,es
287,287,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2009-015578-37,be
288,288,0.0,1.0,_nan_,_nan_,1.0,1.0,1.0,2007-002871-15,fi
289,289,0.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-005204-40,fr
290,290,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-005134-36,gr
291,291,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2008-005972-29,fr
292,292,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2008-004416-13,fi
293,293,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-001509-42,de
294,294,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-013798-16,gb
295,295,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-002555-26,dk
296,296,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-001384-23,gb
297,297,0.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2008-005223-28,es
298,298,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-003156-21,at
299,299,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-001656-35,sk
300,300,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2006-004595-13,hu
301,301,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-002409-36,se
302,302,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-000418-75,nl
303,303,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-002589-37,lt
304,304,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-005103-18,fr
305,305,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-016759-22,pt
306,306,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-000657-12,se
307,307,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2012-002459-41,dk
308,308,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2017-002971-24,de
309,309,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2005-005718-19,dk
310,310,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2005-005367-28,dk
311,311,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2005-003347-31,fi
312,312,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2005-001350-24,fi
313,313,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-004019-29,se
314,314,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2008-000689-21,se
315,315,0.0,1.0,_nan_,_nan_,1.0,0.0,0.0,2007-006474-28,pl
316,316,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2011-004542-18,es
317,317,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2017-000358-20,es
318,318,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-000571-16,ee
319,319,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-002505-11,be
320,320,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-016458-42,de
321,321,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-012270-12,de
322,322,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-001888-23,nl
323,323,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2017-002182-21,hu
324,324,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2017-002465-22,si
