,_tid_,elderly,adults,adolescents,children,female,male,healthy_volunteers,eudract_number,protocol_country_code
1825,1825,1.0,1.0,_nan_,_nan_,0.0,1.0,0.0,2010-022163-35,es
1826,1826,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-022228-66,be
1827,1827,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2014-000923-25,hu
1828,1828,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2005-005821-71,gb
1829,1829,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2016-002057-38,se
1830,1830,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2016-000072-17,fr
1831,1831,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2014-004507-73,pl
1832,1832,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-002713-30,gb
1833,1833,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-001462-33,lt
1834,1834,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-002795-41,dk
1835,1835,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-000799-92,es
1836,1836,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2016-001560-11,at
1837,1837,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-004646-33,hu
1838,1838,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2014-002277-11,es
1839,1839,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2008-000228-13,be
1840,1840,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2006-003054-26,lv
1841,1841,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-003135-19,cz
1842,1842,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2016-003331-38,nl
1843,1843,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-002080-10,gb
1844,1844,0.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2008-005010-43,fi
1845,1845,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-016667-11,bg
1846,1846,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-002349-80,gb
1847,1847,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-017775-19,ee
1848,1848,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-013881-25,it
1849,1849,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2005-003354-10,gb
1850,1850,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-005109-56,cz
1851,1851,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2013-001790-25,sk
1852,1852,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-003332-13,no
1853,1853,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-020859-30,gb
1854,1854,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2017-002821-39,es
1855,1855,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2008-002500-26,sk
1856,1856,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2017-002156-84,hu
1857,1857,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-005724-17,de
1858,1858,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2016-002265-60,nl
1859,1859,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-022384-35,it
1860,1860,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-003026-14,es
1861,1861,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2010-022460-12,dk
1862,1862,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-005603-25,de
1863,1863,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-002184-14,nl
1864,1864,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2011-005512-28,de
1865,1865,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2006-000053-22,gb
1866,1866,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-000833-11,fr
1867,1867,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2008-003533-24,se
1868,1868,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-021348-16,gb
1869,1869,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2006-003086-14,es
1870,1870,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-005020-42,dk
1871,1871,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2007-002254-31,fr
1872,1872,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2010-023601-35,es
1873,1873,1.0,1.0,_nan_,_nan_,1.0,0.0,0.0,2008-006831-10,de
1874,1874,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2005-003194-24,es
1875,1875,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-005161-23,ie
1876,1876,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-000542-19,hu
1877,1877,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-001158-16,pl
1878,1878,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2014-001947-18,fr
1879,1879,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-002671-18,gb
1880,1880,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-003155-57,sk
1881,1881,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-002349-23,nl
1882,1882,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2008-002781-66,pl
1883,1883,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2017-003510-16,at
1884,1884,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-000719-15,de
1885,1885,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-000533-39,pl
1886,1886,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-001976-75,fi
1887,1887,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-003754-61,es
1888,1888,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2007-002964-90,de
1889,1889,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-023348-33,nl
1890,1890,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-004340-11,hu
1891,1891,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-007943-29,fr
1892,1892,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-013412-13,dk
1893,1893,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2010-018597-20,gb
1894,1894,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2009-016715-38,dk
1895,1895,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-000680-22,cz
1896,1896,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-003715-38,fr
1897,1897,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2009-012265-60,gb
1898,1898,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2011-005186-20,se
1899,1899,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2015-004036-36,de
1900,1900,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2006-004829-29,de
1901,1901,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-000868-42,de
1902,1902,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2007-005687-27,be
1903,1903,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2015-002901-12,it
1904,1904,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-002659-41,pl
1905,1905,1.0,1.0,_nan_,_nan_,1.0,0.0,0.0,2005-004294-21,es
1906,1906,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2007-005134-36,de
1907,1907,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2017-001862-56,es
1908,1908,1.0,1.0,_nan_,_nan_,0.0,1.0,0.0,2006-006913-34,de
1909,1909,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2012-002619-24,it
1910,1910,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-003965-16,it
1911,1911,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2011-000220-16,hu
1912,1912,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-002270-31,bg
1913,1913,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-002406-31,dk
1914,1914,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2010-023342-67,nl
1915,1915,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2010-023580-18,es
1916,1916,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2012-005588-28,hu
1917,1917,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2015-005548-32,de
1918,1918,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-002643-28,gb
1919,1919,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2005-004599-19,pt
1920,1920,1.0,1.0,_nan_,_nan_,1.0,1.0,0.0,2009-011845-24,de
