"feature","chi2_score_soy","p_values_soy","sample_count_soy","correlation_to_soy"
"bananenflocken",26.29268292682922,1.9526142086146694e-06,2,0.0914204538287211
"natriumbicarbonat",26.29268292682922,1.9526142086146694e-06,2,0.13109466255875768
"vollmilchpuiver",26.29268292682922,1.9526142086146694e-06,2,0.18331643747914192
"gehackt",26.29268292682922,1.9526142086146694e-06,1,0.3077810734017
"söureregulator",26.29268292682922,1.9526142086146694e-06,2,0.0914204538287211
"honing",26.29268292682922,1.9526142086146694e-06,3,0.09142045382872106
"mitch",26.29268292682922,1.9526142086146694e-06,2,0.17127611257405245
"hühnereiweiß",26.29268292682922,1.9526142086146694e-06,1,0.39019680889295194
"fruktose",26.29268292682922,1.9526142086146694e-06,2,0.09142045382872102
"milchsäure",26.29268292682922,1.9526142086146694e-06,2,0.09142045382872102
"gerste",26.29268292682922,1.9526142086146694e-06,10,0.20513215125454168
"gepufft",26.29268292682922,1.9526142086146694e-06,1,0.12939983822057063
"59",26.29268292682922,1.9526142086146694e-06,2,0.28775998731991026
"wurst",26.29268292682922,1.9526142086146694e-06,2,0.1748161741386555
"wurden",26.29268292682922,1.9526142086146694e-06,2,0.3101760297070078
"marzipanrohmasse",26.29268292682922,1.9526142086146694e-06,2,0.11337365661299594
"81",26.29268292682922,1.9526142086146694e-06,7,0.19559307312274474
"kardamon",26.29268292682922,1.9526142086146694e-06,2,0.21886729681994158
"145g",26.29268292682922,1.9526142086146694e-06,2,0.12939983822057063
"natriumwaterstofcarbonaat",26.29268292682922,1.9526142086146694e-06,2,0.12939983822057058
"schokolade",26.29268292682922,1.9526142086146694e-06,16,0.12939983822057063
"zuckerrübenstrup",26.29268292682922,1.9526142086146694e-06,2,0.2741760985914294
"alkohol",26.29268292682922,1.9526142086146694e-06,2,0.12939983822057066
"unhydriertes",26.29268292682922,1.9526142086146694e-06,2,0.23418751280041455
"amandelen",26.29268292682922,1.9526142086146694e-06,2,0.11163380333498638
"fettarmes",26.29268292682922,1.9526142086146694e-06,2,0.30883201754189227
"nussen",26.29268292682922,1.9526142086146694e-06,2,0.1293998382205707
"fleisch",26.29268292682922,1.9526142086146694e-06,17,0.24550165399433768
"rosenwasser",26.29268292682922,1.9526142086146694e-06,2,0.1402156579702363
"weizen",26.29268292682922,1.9526142086146694e-06,38,0.14060211244551676
"weizenvollkormehl",26.29268292682922,1.9526142086146694e-06,2,0.33936376777918803
"apfelfruchtfüllung",26.29268292682922,1.9526142086146694e-06,2,0.19559307312274474
"kandiert",26.29268292682922,1.9526142086146694e-06,3,0.09142045382872106
"milch",24.928318748836215,3.862641143436158e-06,58,0.21886729681994133
"meersalz",24.871921185070576,3.973113186806248e-06,100,0.28775998731991026
"sesamzaad",24.77889718676633,4.162275685899583e-06,52,0.15861906134031817
"75",24.471374045801486,4.8540991573555514e-06,12,0.0914204538287211
"roggenmehl",22.729431721798104,1.159755960459355e-05,4,0.33936376777918803
"entölt",22.506423384844442,1.2965589227928306e-05,11,0.0914204538287211
"mandel",22.41311708282467,1.3584806736730969e-05,34,0.12939983822057058
"nelken",21.348910817352376,2.3128257753144697e-05,5,0.10781591202905227
"bourbonvanilleschote",21.348910817352376,2.3128257753144697e-05,5,0.35370783945610357
"süßlupinenmehl",21.348910817352376,2.3128257753144697e-05,5,0.26840570723507534
"speltmeel",21.348910817352376,2.3128257753144697e-05,5,0.12939983822057063
"bourbon",21.30298960023398,2.3665440042675097e-05,24,0.28775998731991026
"lupine",19.653710095527153,5.398226195032361e-05,14,0.2768495556428322
"18",18.274844624127702,0.00010756423950714256,14,0.12939983822057063
"haferfaser",17.886768447837134,0.00013059831751759845,2,0.0914204538287211
"guarkernmehl",17.64891375711656,0.00014709132897514754,16,0.15861906134031817
"palmfett",17.132112786776606,0.00019046227902182124,15,0.12560935390236952
"weizenart",16.230745360888672,0.0002989086109039923,5,0.19147998306403533
"säuerungsmittel",16.230745360888672,0.0002989086109039923,3,0.12939983822057058
"säureregulator",16.230745360888672,0.0002989086109039923,3,0.7377140050089495
"hirse",16.230745360888672,0.0002989086109039923,9,0.3393637677791878
"kaliumcarbonat",16.230745360888672,0.0002989086109039923,3,0.6233835306296172
"hafer",16.230745360888672,0.0002989086109039923,11,0.276849555642832
"glucosestroop",16.230745360888672,0.0002989086109039923,3,0.276849555642832
"dinkel",16.230745360888672,0.0002989086109039923,23,0.11163380333498629
"40",16.174981107691558,0.00030736009377501207,19,0.27981633187373456
"sesam",15.422929725480328,0.00044766522848115807,67,0.28554422541285207
"ungehärtetes",14.973292786362943,0.0005605195742744514,3,0.09837082586069505
"60",14.507100421455208,0.0007076575903348175,11,0.09837082586069505
"mangoflocken",13.14634146341461,0.0013973597277060308,1,0.12939983822057063
"maissirup",13.14634146341461,0.0013973597277060308,1,0.11163380333498642
"urweizenart",13.14634146341461,0.0013973597277060308,1,0.2877599873199103
"tijgernoten",13.14634146341461,0.0013973597277060308,1,0.09142045382872106
"bruin",13.14634146341461,0.0013973597277060308,1,0.187108806212211
"erdmandeln",13.14634146341461,0.0013973597277060308,1,0.321546261179641
"mangosaftkonzentrat",13.14634146341461,0.0013973597277060308,1,0.1394804293911027
"malse",13.14634146341461,0.0013973597277060308,1,0.1586190613403183
"dinkelflocken",13.14634146341461,0.0013973597277060308,1,0.1293998382205707
"perensap",13.14634146341461,0.0013973597277060308,1,0.09142045382872103
"bourbonvanille",13.14634146341461,0.0013973597277060308,8,0.3704597138807909
"weizenartkann",13.14634146341461,0.0013973597277060308,1,0.09142045382872106
"bosbessensapconcentraat",13.14634146341461,0.0013973597277060308,1,0.09901828140573349
"braun",13.14634146341461,0.0013973597277060308,1,0.15861906134031817
"gehakt",13.14634146341461,0.0013973597277060308,1,0.12939983822057063
"frambozensapconcentraat",13.14634146341461,0.0013973597277060308,1,0.5094632345845043
"geschild",13.14634146341461,0.0013973597277060308,1,0.3810757858432191
"geschält",13.14634146341461,0.0013973597277060308,1,0.2746533326075027
"reisvollkornflocken",13.14634146341461,0.0013973597277060308,1,0.14366444400416298
"weizenvollkornmehl",13.14634146341461,0.0013973597277060308,5,0.19559307312274474
"zartschmelzend",13.14634146341461,0.0013973597277060308,1,0.12939983822057063
"getrocknetem",13.14634146341461,0.0013973597277060308,1,0.12939983822057058
"rijstvlokken",13.14634146341461,0.0013973597277060308,1,0.09837082586069505
"gewürzmischung",13.14634146341461,0.0013973597277060308,1,0.09142045382872103
"kandierte",13.14634146341461,0.0013973597277060308,1,0.276849555642832
"apfelflocken",13.14634146341461,0.0013973597277060308,1,0.19559307312274485
"vanillestokje",13.14634146341461,0.0013973597277060308,4,0.33936376777918786
"hafervollkornmehl",13.14634146341461,0.0013973597277060308,1,0.15838297729476392
"aardbeiensapconcentraat",13.14634146341461,0.0013973597277060308,1,0.35663270429149485
"amaranth",13.14634146341461,0.0013973597277060308,1,0.37131925475144817
"amarant",13.14634146341461,0.0013973597277060308,2,0.12939983822057058
"schokoladenglasur",13.14634146341461,0.0013973597277060308,1,0.0914204538287211
"geschrotet",13.14634146341461,0.0013973597277060308,1,0.22490666914489313
"zartblatt",13.14634146341461,0.0013973597277060308,1,0.12939983822057066
"landwirtschaftkann",13.14634146341461,0.0013973597277060308,1,0.12939983822057066
"lijnzaad",13.14634146341461,0.0013973597277060308,1,0.22490666914489316
"gehakte",13.14634146341461,0.0013973597277060308,1,0.09142045382872105
"leinsaat",13.14634146341461,0.0013973597277060308,1,0.09142045382872105
"licht",13.14634146341461,0.0013973597277060308,1,0.15861906134031817
"geplet",13.14634146341461,0.0013973597277060308,1,0.15861906134031817
"lupinen",13.14634146341461,0.0013973597277060308,6,0.12939983822057058
"gerstenmalzsirup",13.14634146341461,0.0013973597277060308,1,0.18331643747914186
"bananenvlokken",13.14634146341461,0.0013973597277060308,1,0.13948042939110272
